node_id,gp
0,0.655746
1,0.655746
2,0.655746
3,0.655746
4,0.655746
5,0.655746
6,0.655746
7,0.655746
8,0.655746
9,0.655746
10,0.655746
11,0.655746
12,0.655746
13,0.655746
14,0.655746
15,0.655746
16,0.655746
17,0.655746
18,0.655746
19,0.655746
20,0.655746
21,0.655746
22,0.655746
23,0.655746
24,0.655746
25,0.655746
26,0.655746
27,0.655746
28,0.655746
29,0.655746
30,0.655746
31,0.655746
32,0.655746
33,0.655746
34,0.655746
35,0.655746
36,0.655746
37,0.655746
38,0.655746
39,0.655746
40,0.655746
41,0.655746
42,0.655746
43,0.655746
44,0.655746
45,0.655746
46,0.655746
47,0.655746
48,0.655746
49,0.655746
50,0.655746
51,0.655746
52,0.655746
53,0.655746
54,0.655746
55,0.655746
56,0.655746
57,0.655746
58,0.655746
59,0.655746
60,0.655746
61,0.655746
62,0.655746
63,0.655746
64,0.655746
65,0.655746
66,0.655746
67,0.655746
68,0.655746
69,0.655746
70,0.655746
71,0.655746
72,0.655746
73,0.655746
74,0.655746
75,0.655746
76,0.655746
77,0.655746
78,0.655746
79,0.655746
80,0.655746
81,0.655746
82,0.655746
83,0.655746
84,0.655746
85,0.655746
86,0.655746
87,0.655746
88,0.655746
89,0.655746
90,0.655746
91,0.655746
92,0.655746
93,0.655746
94,0.655746
95,0.655746
96,0.655746
97,0.655746
98,0.655746
99,0.655746
100,0.655746
101,0.655746
102,0.655746
103,0.655746
104,0.655746
105,0.655746
106,0.655746
107,0.655746
108,0.655746
109,0.655746
110,0.655746
111,0.655746
112,0.655746
113,0.655746
114,0.655746
115,0.655746
116,0.655746
117,0.655746
118,0.655746
119,0.655746
120,0.655746
121,0.655746
122,0.655746
123,0.655746
124,0.655746
125,0.655746
126,0.655746
127,0.655746
128,0.655746
129,0.655746
130,0.655746
131,0.655746
132,0.655746
133,0.655746
134,0.655746
135,0.655746
136,0.655746
137,0.655746
138,0.655746
139,0.655746
140,0.655746
141,0.655746
142,0.655746
143,0.655746
144,0.655746
145,0.655746
146,0.655746
147,0.655746
148,0.655746
149,0.655746
150,0.655746
151,0.655746
152,0.655746
153,0.655746
154,0.655746
155,0.655746
156,0.655746
157,0.655746
158,0.655746
159,0.655746
160,0.655746
161,0.655746
162,0.655746
163,0.655746
164,0.655746
165,0.655746
166,0.655746
167,0.655746
168,0.655746
