flow_id,size,source,target,fct
1,1023,363,0,1746
3,1023,364,1,1747
5,1023,365,2,1747
7,1023,366,3,1747
9,1023,367,4,1747
11,1023,368,5,1747
13,1023,369,6,1747
15,1023,370,7,1747
17,1023,371,8,1747
19,1023,372,9,1747
21,1023,373,10,1747
23,1023,374,11,1747
25,1023,375,12,1747
27,1023,376,13,1747
29,1023,377,14,1747
31,1023,378,15,1747
33,1023,379,16,1747
35,1023,380,17,1747
37,1023,381,18,1747
39,1023,382,19,1747
41,1023,383,20,1747
43,1023,384,21,1747
45,1023,385,22,1747
47,1023,386,23,1747
49,1023,387,24,1747
51,1023,388,25,1747
53,1023,389,26,1747
55,1023,390,27,1747
57,1023,391,28,1747
59,1023,392,29,1747
61,1023,393,30,1747
63,1023,394,31,1747
65,1023,395,32,1747
67,1023,396,33,1747
69,1023,397,34,1747
71,1023,398,35,1747
73,1023,399,36,1747
75,1023,400,37,1747
77,1023,401,38,1747
79,1023,402,39,1747
81,1023,403,40,1747
83,1023,404,41,1747
85,1023,405,42,1747
87,1023,406,43,1747
89,1023,407,44,1747
91,1023,408,45,1747
93,1023,409,46,1747
95,1023,410,47,1747
97,1023,411,48,1747
99,1023,412,49,1747
101,1023,413,50,1747
103,1023,414,51,1747
105,1023,415,52,1747
107,1023,416,53,1747
109,1023,417,54,1747
111,1023,418,55,1747
113,1023,419,56,1747
115,1023,420,57,1747
117,1023,421,58,1747
119,1023,422,59,1747
121,1023,423,60,1747
123,1023,424,61,1747
125,1023,425,62,1747
127,1023,426,63,1747
129,1023,427,64,1747
131,1023,428,65,1747
133,1023,429,66,1747
135,1023,430,67,1747
137,1023,431,68,1747
139,1023,432,69,1747
141,1023,433,70,1747
143,1023,434,71,1747
145,1023,435,72,1747
147,1023,436,73,1747
149,1023,437,74,1747
151,1023,438,75,1747
153,1023,439,76,1747
155,1023,440,77,1747
157,1023,441,78,1747
159,1023,442,79,1747
161,1023,443,80,1747
163,1023,444,81,1747
165,1023,445,82,1747
167,1023,446,83,1747
169,1023,447,84,1747
171,1023,448,85,1747
173,1023,449,86,1747
175,1023,450,87,1747
177,1023,451,88,1747
179,1023,452,89,1747
181,1023,453,90,1747
183,1023,454,91,1747
185,1023,455,92,1747
187,1023,456,93,1747
189,1023,457,94,1747
191,1023,458,95,1747
193,1023,459,96,1747
195,1023,460,97,1747
197,1023,461,98,1747
199,1023,462,99,1747
201,1023,463,100,1747
203,1023,464,101,1747
205,1023,465,102,1747
207,1023,466,103,1747
209,1023,467,104,1747
211,1023,468,105,1747
213,1023,469,106,1747
215,1023,470,107,1747
217,1023,471,108,1747
219,1023,472,109,1747
221,1023,473,110,1747
223,1023,474,111,1747
225,1023,475,112,1747
227,1023,476,113,1747
229,1023,477,114,1747
231,1023,478,115,1747
233,1023,479,116,1747
235,1023,480,117,1747
237,1023,481,118,1747
239,1023,482,119,1747
241,1023,483,120,1747
243,1023,484,121,1747
245,1023,485,122,1747
247,1023,486,123,1747
249,1023,487,124,1747
251,1023,488,125,1747
253,1023,489,126,1747
255,1023,490,127,1747
257,1023,491,128,1747
259,1023,492,129,1747
261,1023,493,130,1747
263,1023,494,131,1747
265,1023,495,132,1747
267,1023,496,133,1747
269,1023,497,134,1747
271,1023,498,135,1747
273,1023,499,136,1747
275,1023,500,137,1747
277,1023,501,138,1747
279,1023,502,139,1747
281,1023,503,140,1747
283,1023,504,141,1747
285,1023,505,142,1747
287,1023,506,143,1747
289,1023,507,144,1747
291,1023,508,145,1747
293,1023,509,146,1747
295,1023,510,147,1747
297,1023,511,148,1747
299,1023,512,149,1747
301,1023,513,150,1747
303,1023,514,151,1747
305,1023,515,152,1747
307,1023,516,153,1747
309,1023,517,154,1747
311,1023,518,155,1747
313,1023,519,156,1747
315,1023,520,157,1747
317,1023,521,158,1747
319,1023,522,159,1747
321,1023,523,160,1747
323,1023,524,161,1747
325,1023,525,162,1747
327,1023,526,163,1747
329,1023,527,164,1747
331,1023,528,165,1747
333,1023,529,166,1747
335,1023,530,167,1747
337,1023,531,168,1747
339,1023,532,169,1747
341,1023,533,170,1747
343,1023,534,171,1747
345,1023,535,172,1747
347,1023,536,173,1747
349,1023,537,174,1747
351,1023,538,175,1747
353,1023,539,176,1747
355,1023,540,177,1747
357,1023,541,178,1747
359,1023,542,179,1747
361,1023,543,180,1747
363,1023,544,181,1747
365,1023,545,182,1747
367,1023,546,183,1747
369,1023,547,184,1747
371,1023,548,185,1747
373,1023,549,186,1747
375,1023,550,187,1747
377,1023,551,188,1747
379,1023,552,189,1747
381,1023,553,190,1747
383,1023,554,191,1747
385,1023,555,192,1747
387,1023,556,193,1747
389,1023,557,194,1747
391,1023,558,195,1747
393,1023,559,196,1747
395,1023,560,197,1747
397,1023,561,198,1747
399,1023,562,199,1747
401,1023,563,200,1747
403,1023,564,201,1747
405,1023,565,202,1747
407,1023,566,203,1747
409,1023,567,204,1747
411,1023,568,205,1747
413,1023,569,206,1747
415,1023,570,207,1747
417,1023,571,208,1747
419,1023,572,209,1747
421,1023,573,210,1747
423,1023,574,211,1747
425,1023,575,212,1747
427,1023,576,213,1747
429,1023,577,214,1747
431,1023,578,215,1747
433,1023,579,216,1747
435,1023,580,217,1747
437,1023,581,218,1747
439,1023,582,219,1747
441,1023,583,220,1747
443,1023,584,221,1747
445,1023,585,222,1747
447,1023,586,223,1747
449,1023,587,224,1747
451,1023,588,225,1747
453,1023,589,226,1747
455,1023,590,227,1747
457,1023,591,228,1747
459,1023,592,229,1747
461,1023,593,230,1747
463,1023,594,231,1747
465,1023,595,232,1747
467,1023,596,233,1747
469,1023,597,234,1747
471,1023,598,235,1747
473,1023,599,236,1747
475,1023,600,237,1747
477,1023,601,238,1747
479,1023,602,239,1747
481,1023,603,240,1747
483,1023,604,241,1747
485,1023,605,242,1747
487,1023,606,243,1747
489,1023,607,244,1747
491,1023,608,245,1747
493,1023,609,246,1747
495,1023,610,247,1747
497,1023,611,248,1747
499,1023,612,249,1747
501,1023,613,250,1747
503,1023,614,251,1747
505,1023,615,252,1747
507,1023,616,253,1747
509,1023,617,254,1747
511,1023,618,255,1747
513,1023,619,256,1747
515,1023,620,257,1747
517,1023,621,258,1747
519,1023,622,259,1747
521,1023,623,260,1747
523,1023,624,261,1747
525,1023,625,262,1747
527,1023,626,263,1747
529,1023,627,264,1747
531,1023,628,265,1747
533,1023,629,266,1747
535,1023,630,267,1747
537,1023,631,268,1747
539,1023,632,269,1747
541,1023,633,270,1747
543,1023,634,271,1747
545,1023,635,272,1747
547,1023,636,273,1747
549,1023,637,274,1747
551,1023,638,275,1747
553,1023,639,276,1747
555,1023,640,277,1747
557,1023,641,278,1747
559,1023,642,279,1747
561,1023,643,280,1747
563,1023,644,281,1747
565,1023,645,282,1747
567,1023,646,283,1747
569,1023,647,284,1747
571,1023,648,285,1747
573,1023,649,286,1747
575,1023,650,287,1747
577,1023,651,288,1747
579,1023,652,289,1747
581,1023,653,290,1747
583,1023,654,291,1747
585,1023,655,292,1747
587,1023,656,293,1747
589,1023,657,294,1747
591,1023,658,295,1747
593,1023,659,296,1747
595,1023,660,297,1747
597,1023,661,298,1747
599,1023,662,299,1747
601,1023,663,300,1747
603,1023,664,301,1747
605,1023,665,302,1747
607,1023,666,303,1747
609,1023,667,304,1747
611,1023,668,305,1747
613,1023,669,306,1747
615,1023,670,307,1747
617,1023,671,308,1747
619,1023,672,309,1747
621,1023,673,310,1747
623,1023,674,311,1747
625,1023,675,312,1747
627,1023,676,313,1747
629,1023,677,314,1747
631,1023,678,315,1747
633,1023,679,316,1747
635,1023,680,317,1747
637,1023,681,318,1747
639,1023,682,319,1747
641,1023,683,320,1747
643,1023,684,321,1747
645,1023,685,322,1747
647,1023,686,323,1747
649,1023,687,324,1747
651,1023,688,325,1747
653,1023,689,326,1747
655,1023,690,327,1747
657,1023,691,328,1747
659,1023,692,329,1747
661,1023,693,330,1747
663,1023,694,331,1747
665,1023,695,332,1747
667,1023,696,333,1747
669,1023,697,334,1747
671,1023,698,335,1747
673,1023,699,336,1747
675,1023,700,337,1747
677,1023,701,338,1747
679,1023,702,339,1747
681,1023,703,340,1747
683,1023,704,341,1747
685,1023,705,342,1747
687,1023,706,343,1747
689,1023,707,344,1747
691,1023,708,345,1747
693,1023,709,346,1747
695,1023,710,347,1747
697,1023,711,348,1747
699,1023,712,349,1747
701,1023,713,350,1747
703,1023,714,351,1747
705,1023,715,352,1747
707,1023,716,353,1747
709,1023,717,354,1747
711,1023,718,355,1747
713,1023,719,356,1747
715,1023,720,357,1747
717,1023,721,358,1747
719,1023,722,359,1747
721,1023,723,360,1747
723,1023,724,361,1747
725,1023,725,362,1747
0,1023,0,363,1747
2,1023,1,364,1747
4,1023,2,365,1747
