flow_id,size,source,target,fct
26,1023,13,27,1542
1,1023,14,0,2046
3,1023,15,1,2046
5,1023,16,2,2046
7,1023,17,3,2046
9,1023,18,4,2046
11,1023,19,5,2046
13,1023,20,6,2046
15,1023,21,7,2046
17,1023,22,8,2046
19,1023,23,9,2046
21,1023,24,10,2046
23,1023,25,11,2046
25,1023,26,12,2046
27,1023,27,13,2046
0,1023,0,14,2046
2,1023,1,15,2046
4,1023,2,16,2046
6,1023,3,17,2046
8,1023,4,18,2046
10,1023,5,19,2046
12,1023,6,20,2046
14,1023,7,21,2046
16,1023,8,22,2046
18,1023,9,23,2046
20,1023,10,24,2046
22,1023,11,25,2046
24,1023,12,26,2046
