flow_id,size,source,target,fct
30,1023,15,31,1542
1,1023,16,0,2046
3,1023,17,1,2046
5,1023,18,2,2046
7,1023,19,3,2046
9,1023,20,4,2046
11,1023,21,5,2046
13,1023,22,6,2046
15,1023,23,7,2046
17,1023,24,8,2046
19,1023,25,9,2046
21,1023,26,10,2046
23,1023,27,11,2046
25,1023,28,12,2046
27,1023,29,13,2046
29,1023,30,14,2046
31,1023,31,15,2046
0,1023,0,16,2046
2,1023,1,17,2046
4,1023,2,18,2046
6,1023,3,19,2046
8,1023,4,20,2046
10,1023,5,21,2046
12,1023,6,22,2046
14,1023,7,23,2046
16,1023,8,24,2046
18,1023,9,25,2046
20,1023,10,26,2046
22,1023,11,27,2046
24,1023,12,28,2046
26,1023,13,29,2046
28,1023,14,30,2046
