node_id,gp
0,1.00086
1,1.00086
2,1.00086
3,1.00086
4,1.00086
5,1.00086
6,1.00086
7,1.00086
8,1.00086
9,1.00086
10,1.00086
11,1.00086
12,1.00086
13,1.00086
14,1.00086
15,1.00086
16,1.00086
17,1.00086
18,1.00086
19,1.00086
20,1.00086
21,1.00086
22,1.00086
23,1.00086
24,1.00086
25,1.00086
26,1.00086
27,1.00086
28,1.00086
29,1.00086
30,1.00086
31,1.00086
32,1.00086
33,1.00086
34,1.00086
35,1.00086
36,1.00086
37,1.00086
38,1.00086
39,1.00086
40,1.00086
41,1.00086
42,1.00086
43,1.00086
44,1.00086
45,1.00086
46,1.00086
47,1.00086
48,1.00086
49,1.00086
50,1.00086
51,1.00086
52,1.00086
53,1.00086
54,1.00086
55,1.00086
56,1.00086
57,1.00086
58,1.00086
59,1.00086
60,1.00086
61,1.00086
62,1.00086
63,1.00086
64,1.00086
65,1.00086
66,1.00086
67,1.00086
68,1.00086
69,1.00086
70,1.00086
71,1.00086
72,1.00086
73,1.00086
74,1.00086
75,1.00086
76,1.00086
77,1.00086
78,1.00086
79,1.00086
80,1.00086
81,1.00086
82,1.00086
83,1.00086
84,1.00086
85,1.00086
86,1.00086
87,1.00086
88,1.00086
89,1.00086
90,1.00086
91,1.00086
92,1.00086
93,1.00086
94,1.00086
95,1.00086
96,1.00086
97,1.00086
98,1.00086
99,1.00086
100,1.00086
101,1.00086
102,1.00086
103,1.00086
104,1.00086
105,1.00086
106,1.00086
107,1.00086
108,1.00086
109,1.00086
110,1.00086
111,1.00086
112,1.00086
113,1.00086
114,1.00086
115,1.00086
116,1.00086
117,1.00086
118,1.00086
119,1.00086
120,1.00086
121,1.00086
122,1.00086
123,1.00086
124,1.00086
125,1.00086
126,1.00086
127,1.00086
128,1.00086
129,1.00086
130,1.00086
131,1.00086
132,1.00086
133,1.00086
134,1.00086
135,1.00086
136,1.00086
137,1.00086
138,1.00086
139,1.00086
140,1.00086
141,1.00086
142,0.122203
143,0.122203
144,0.122203
145,0.122203
146,0.122203
147,0.122203
148,0.122203
149,0.122203
150,0.122203
151,0.122203
152,0.122203
153,0.122203
154,0.122203
155,0.122203
156,0.122203
157,0.122203
158,0.122203
159,0.122203
160,0.122203
161,0.122203
162,0.122203
163,0.122203
164,0.122203
165,0.122203
166,0.122203
167,0.122203
168,0.122203
169,0.122203
170,0.122203
171,0.122203
172,0.122203
173,0.122203
174,0.122203
175,0.122203
176,0.122203
177,0.122203
178,0.122203
179,0.122203
180,0.122203
181,0.122203
182,0.122203
183,0.122203
184,0.122203
185,0.122203
186,0.122203
187,0.122203
188,0.122203
189,0.122203
190,0.122203
191,0.122203
192,0.122203
193,0.122203
194,0.122203
195,0.122203
196,0.122203
197,0.122203
198,0.122203
199,0.122203
200,0.122203
201,0.122203
202,0.122203
203,0.122203
204,0.122203
205,0.122203
206,0.122203
207,0.122203
208,0.122203
209,0.122203
210,0.122203
211,0.122203
212,0.122203
213,0.122203
214,0.122203
215,0.122203
216,0.122203
217,0.122203
218,0.122203
219,0.122203
220,0.122203
221,0.122203
222,0.122203
223,0.122203
224,0.122203
225,0.122203
226,0.122203
227,0.122203
228,0.122203
229,0.122203
230,0.122203
231,0.122203
232,0.122203
233,0.122203
234,0.122203
235,0.122203
236,0.122203
237,0.122203
238,0.122203
239,0.122203
240,0.122203
241,0.122203
242,0.122203
243,0.122203
244,0.122203
245,0.122203
246,0.122203
247,0.122203
248,0.122203
249,0.122203
250,0.122203
251,0.122203
252,0.122203
253,0.122203
254,0.122203
255,0.122203
256,0.122203
257,0.122203
258,0.122203
259,0.122203
260,0.122203
261,0.122203
262,0.122203
263,0.122203
264,0.122203
265,0.122203
266,0.122203
267,0.122203
268,0.122203
269,0.122203
270,0.122203
271,0.122203
272,0.122203
273,0.122203
274,0.122203
275,0.122203
276,0.122203
277,0.122203
278,0.122203
279,0.122203
280,0.122203
281,0.122203
282,0.122203
283,0.122203
284,0.122203
285,0.122203
286,0.122203
287,0.122203
288,0.122203
289,0.122203
290,0.122203
291,0.122203
292,0.122203
293,0.122203
294,0.122203
295,0.122203
296,0.122203
297,0.122203
298,0.122203
299,0.122203
300,0.122203
301,0.122203
302,0.122203
303,0.122203
304,0.122203
305,0.122203
306,0.122203
307,0.122203
308,0.122203
309,0.122203
310,0.122203
311,0.122203
312,0.122203
313,0.122203
314,0.122203
315,0.122203
316,0.122203
317,0.122203
318,0.122203
319,0.122203
320,0.122203
321,0.122203
322,0.122203
323,0.122203
324,0.122203
325,0.122203
326,0.122203
327,0.122203
328,0.122203
329,0.122203
330,0.122203
331,0.122203
332,0.122203
333,0.122203
334,0.122203
335,0.122203
336,0.122203
337,0.122203
338,0.122203
339,0.122203
340,0.122203
341,0.122203
342,0.122203
343,0.122203
344,0.122203
345,0.122203
346,0.122203
347,0.122203
348,0.122203
349,0.122203
350,0.122203
351,0.122203
352,0.122203
353,0.122203
354,0.122203
355,0.122203
356,0.122203
357,0.122203
358,0.122203
359,0.122203
360,0.122203
361,0.122203
362,0.122203
363,0.122203
364,0.122203
365,0.122203
366,0.122203
367,0.122203
368,0.122203
369,0.122203
370,0.122203
371,0.122203
372,0.122203
373,0.122203
374,0.122203
375,0.122203
376,0.122203
377,0.122203
378,0.122203
379,0.122203
380,0.122203
381,0.122203
382,0.122203
383,0.122203
384,0.122203
385,0.122203
386,0.122203
387,0.122203
388,0.122203
389,0.122203
390,0.122203
391,0.122203
392,0.122203
393,0.122203
394,0.122203
395,0.122203
396,0.122203
397,0.122203
398,0.122203
399,0.122203
400,0.122203
401,0.122203
402,0.122203
403,0.122203
404,0.122203
405,0.122203
406,0.122203
407,0.122203
408,0.122203
409,0.122203
410,0.122203
411,0.122203
412,0.122203
413,0.122203
414,0.122203
415,0.122203
416,0.122203
417,0.122203
418,0.122203
419,0.122203
420,0.122203
421,0.122203
422,0.122203
423,0.122203
424,0.122203
425,0.122203
426,0.122203
427,0.122203
428,0.122203
429,0.122203
430,0.122203
431,0.122203
432,0.122203
433,0.122203
434,0.122203
435,0.122203
436,0.122203
437,0.122203
438,0.122203
439,0.122203
440,0.122203
441,0.122203
442,0.122203
443,0.122203
444,0.122203
445,0.122203
446,0.122203
447,0.122203
448,0.122203
449,0.122203
450,0.122203
451,0.122203
452,0.122203
453,0.122203
454,0.122203
455,0.122203
456,0.122203
457,0.122203
458,0.122203
459,0.122203
460,0.122203
461,0.122203
462,0.122203
463,0.122203
464,0.122203
465,0.122203
466,0.122203
467,0.122203
468,0.122203
469,0.122203
470,0.122203
471,0.122203
472,0.122203
473,0.122203
474,0.122203
475,0.122203
476,0.122203
477,0.122203
478,0.122203
479,0.122203
480,0.122203
481,0.122203
482,0.122203
483,0.122203
484,0.122203
485,0.122203
486,0.122203
487,0.122203
488,0.122203
489,0.122203
490,0.122203
491,0.122203
492,0.122203
493,0.122203
494,0.122203
495,0.122203
496,0.122203
497,0.122203
498,0.122203
499,0.122203
500,0.122203
501,0.122203
502,0.122203
503,0.122203
504,0.122203
505,0.122203
506,0.122203
507,0.122203
508,0.122203
509,0.122203
510,0.122203
511,0.122203
512,0.122203
513,0.122203
514,0.122203
515,0.122203
516,0.122203
517,0.122203
518,0.122203
519,0.122203
520,0.122203
521,0.122203
522,0.122203
523,0.122203
524,0.122203
525,0.122203
526,0.122203
527,0.122203
528,0.122203
529,0.122203
530,0.122203
531,0.122203
532,0.122203
533,0.122203
534,0.122203
535,0.122203
536,0.122203
537,0.122203
538,0.122203
539,0.122203
540,0.122203
541,0.122203
542,0.122203
543,0.122203
544,0.122203
545,0.122203
546,0.122203
547,0.122203
548,0.122203
549,0.122203
550,0.122203
551,0.122203
552,0.122203
553,0.122203
554,0.122203
555,0.122203
556,0.122203
557,0.122203
558,0.122203
559,0.122203
560,0.122203
561,0.122203
562,0.122203
563,0.122203
564,0.122203
565,0.122203
566,0.122203
567,0.122203
568,0.122203
569,0.122203
570,0.122203
571,0.122203
572,0.122203
573,0.122203
574,0.122203
575,0.122203
576,0.122203
577,0.122203
578,0.122203
579,0.122203
580,0.122203
581,0.122203
582,0.122203
583,0.122203
584,0.122203
585,0.122203
586,0.122203
587,0.122203
588,0.122203
589,0.122203
590,0.122203
591,0.122203
592,0.122203
593,0.122203
594,0.122203
595,0.122203
596,0.122203
597,0.122203
598,0.122203
599,0.122203
600,0.122203
601,0.122203
602,0.122203
603,0.122203
604,0.122203
605,0.122203
606,0.122203
607,0.122203
608,0.122203
609,0.122203
610,0.122203
611,0.122203
612,0.122203
613,0.122203
614,0.122203
615,0.122203
616,0.122203
617,0.122203
618,0.122203
619,0.122203
620,0.122203
621,0.122203
622,0.122203
623,0.122203
624,0.122203
625,0.122203
626,0.122203
627,0.122203
628,0.122203
629,0.122203
630,0.122203
631,0.122203
632,0.122203
633,0.122203
634,0.122203
635,0.122203
636,0.122203
637,0.122203
638,0.122203
639,0.122203
640,0.122203
641,0.122203
642,0.122203
643,0.122203
644,0.122203
645,0.122203
646,0.122203
647,0.122203
648,0.122203
649,0.122203
650,0.122203
651,0.122203
652,0.122203
653,0.122203
654,0.122203
655,0.122203
656,0.122203
657,0.122203
658,0.122203
659,0.122203
660,0.122203
661,0.122203
662,0.122203
663,0.122203
664,0.122203
665,0.122203
666,0.122203
667,0.122203
668,0.122203
669,0.122203
670,0.122203
671,0.122203
672,0.122203
673,0.122203
674,0.122203
675,0.122203
676,0.122203
677,0.122203
678,0.122203
679,0.122203
680,0.122203
681,0.122203
682,0.122203
683,0.122203
684,0.122203
685,0.122203
686,0.122203
687,0.122203
688,0.122203
689,0.122203
690,0.122203
691,0.122203
692,0.122203
693,0.122203
694,0.122203
695,0.122203
696,0.122203
697,0.122203
698,0.122203
699,0.122203
700,0.122203
701,0.122203
702,0.122203
703,0.122203
704,0.122203
705,0.122203
706,0.122203
707,0.122203
708,0.122203
709,0.122203
710,0.122203
711,0.122203
712,0.122203
713,0.122203
714,0.122203
715,0.122203
716,0.122203
717,0.122203
718,0.122203
719,0.122203
720,0.122203
721,0.122203
722,0.122203
723,0.122203
724,0.122203
725,0.122203
726,0.122203
727,0.122203
728,0.122203
729,0.122203
730,0.122203
731,0.122203
732,0.122203
733,0.122203
734,0.122203
735,0.122203
736,0.122203
737,0.122203
738,0.122203
739,0.122203
740,0.122203
741,0.122203
742,0.122203
743,0.122203
744,0.122203
745,0.122203
746,0.122203
747,0.122203
748,0.122203
749,0.122203
750,0.122203
751,0.122203
752,0.122203
753,0.122203
754,0.122203
